Time(s), Setpoint, Measurement, Output, Kp, Zone, Mu
16.47, 47.94, 42.15, 36.19, 1.00, 0, 0.261
16.48, 48.04, 42.29, 36.16, 1.00, 0, 0.260
16.49, 48.14, 42.42, 36.13, 1.00, 0, 0.258
16.50, 48.24, 42.56, 36.10, 1.00, 0, 0.257
16.51, 48.35, 42.70, 36.07, 1.00, 0, 0.256
16.52, 48.45, 42.84, 36.04, 1.00, 0, 0.255
16.53, 48.55, 42.98, 36.01, 1.00, 0, 0.254
16.54, 48.65, 43.11, 35.98, 1.00, 0, 0.253
16.55, 48.76, 43.25, 35.95, 1.00, 0, 0.252
16.56, 48.86, 43.39, 35.93, 1.00, 0, 0.251
16.57, 48.97, 43.52, 35.90, 1.00, 0, 0.250
16.58, 49.07, 43.66, 35.87, 1.00, 0, 0.249
16.59, 49.18, 43.79, 35.85, 1.00, 0, 0.248
16.60, 49.28, 43.93, 35.82, 1.00, 0, 0.247
16.61, 49.39, 44.06, 35.80, 1.00, 0, 0.246
16.62, 49.50, 44.20, 35.78, 1.00, 0, 0.245
16.63, 49.60, 44.33, 35.76, 1.00, 0, 0.244
16.64, 49.71, 44.47, 35.73, 1.00, 0, 0.243
16.65, 49.82, 44.60, 35.71, 1.00, 0, 0.242
16.66, 49.93, 44.73, 35.69, 1.00, 0, 0.241
16.67, 50.04, 44.87, 35.67, 1.00, 0, 0.240
16.68, 50.15, 45.00, 35.65, 1.00, 0, 0.239
16.69, 50.25, 45.14, 35.64, 1.00, 0, 0.238
16.70, 50.36, 45.27, 35.62, 1.00, 0, 0.237
16.71, 50.48, 45.40, 35.60, 1.00, 0, 0.236
16.72, 50.59, 45.53, 35.58, 1.00, 0, 0.235
16.73, 50.70, 45.67, 35.57, 1.00, 0, 0.234
16.74, 50.81, 45.80, 35.55, 1.00, 0, 0.234
16.75, 50.92, 45.93, 35.54, 1.00, 0, 0.233
16.76, 51.03, 46.06, 35.52, 1.00, 0, 0.232
16.77, 51.14, 46.19, 35.51, 1.00, 0, 0.231
16.78, 51.26, 46.32, 35.49, 1.00, 0, 0.230
16.79, 51.37, 46.46, 35.48, 1.00, 0, 0.229
16.80, 51.48, 46.59, 35.47, 1.00, 0, 0.229
16.81, 51.60, 46.72, 35.46, 1.00, 0, 0.228
16.82, 51.71, 46.85, 35.44, 1.00, 0, 0.227
16.83, 51.83, 46.98, 35.43, 1.00, 0, 0.226
16.84, 51.94, 47.11, 35.42, 1.00, 0, 0.225
16.85, 52.06, 47.24, 35.41, 1.00, 0, 0.225
16.86, 52.17, 47.37, 35.40, 1.00, 0, 0.224
16.87, 52.29, 47.50, 35.39, 1.00, 0, 0.223
16.88, 52.40, 47.63, 35.39, 1.00, 0, 0.222
16.89, 52.52, 47.76, 35.38, 1.00, 0, 0.222
16.90, 52.64, 47.88, 35.37, 1.00, 0, 0.221
16.91, 52.75, 48.01, 35.36, 1.00, 0, 0.220
16.92, 52.87, 48.14, 35.36, 1.00, 0, 0.220
16.93, 52.99, 48.27, 35.35, 1.00, 0, 0.219
16.94, 53.11, 48.40, 35.34, 1.00, 0, 0.218
16.95, 53.23, 48.53, 35.34, 1.00, 0, 0.218
16.96, 53.34, 48.66, 35.33, 1.00, 0, 0.217
16.97, 53.46, 48.78, 35.33, 1.00, 0, 0.216
16.98, 53.58, 48.91, 35.32, 1.00, 0, 0.216
16.99, 53.70, 49.04, 35.32, 1.00, 0, 0.215
17.00, 53.82, 49.17, 35.32, 1.00, 0, 0.215
17.01, 53.94, 49.29, 35.31, 1.00, 0, 0.214
17.02, 54.06, 49.42, 35.31, 1.00, 0, 0.214
17.03, 54.18, 49.55, 35.31, 1.00, 0, 0.213
17.04, 54.30, 49.68, 35.31, 1.00, 0, 0.212
17.05, 54.42, 49.80, 35.30, 1.00, 0, 0.212
17.06, 54.54, 49.93, 35.30, 1.00, 0, 0.211
17.07, 54.66, 50.06, 35.30, 1.00, 0, 0.211
17.08, 54.78, 50.18, 35.30, 1.00, 0, 0.210
17.09, 54.90, 50.31, 35.30, 1.00, 0, 0.210
17.10, 55.03, 50.43, 35.30, 1.00, 0, 0.209
17.11, 55.15, 50.56, 35.30, 1.00, 0, 0.209
17.12, 55.27, 50.69, 35.30, 1.00, 0, 0.209
17.13, 55.39, 50.81, 35.30, 1.00, 0, 0.208
17.14, 55.51, 50.94, 35.30, 1.00, 0, 0.208
17.15, 55.64, 51.06, 35.31, 1.00, 0, 0.207
17.16, 55.76, 51.19, 35.31, 1.00, 0, 0.207
17.17, 55.88, 51.31, 35.31, 1.00, 0, 0.206
17.18, 56.01, 51.44, 35.31, 1.00, 0, 0.206
17.19, 56.13, 51.57, 35.31, 1.00, 0, 0.206
17.20, 56.25, 51.69, 35.32, 1.00, 0, 0.205
17.21, 56.38, 51.82, 35.32, 1.00, 0, 0.205
17.22, 56.50, 51.94, 35.32, 1.00, 0, 0.205
17.23, 56.62, 52.06, 35.33, 1.00, 0, 0.204
17.24, 56.75, 52.19, 35.33, 1.00, 0, 0.204
17.25, 56.87, 52.31, 35.34, 1.00, 0, 0.204
17.26, 57.00, 52.44, 35.34, 1.00, 0, 0.203
17.27, 57.12, 52.56, 35.35, 1.00, 0, 0.203
17.28, 57.24, 52.69, 35.35, 1.00, 0, 0.203
17.29, 57.37, 52.81, 35.35, 1.00, 0, 0.203
17.30, 57.49, 52.93, 35.36, 1.00, 0, 0.202
17.31, 57.62, 53.06, 35.37, 1.00, 0, 0.202
17.32, 57.74, 53.18, 35.37, 1.00, 0, 0.202
17.33, 57.87, 53.31, 35.38, 1.00, 0, 0.202
17.34, 57.99, 53.43, 35.38, 1.00, 0, 0.202
17.35, 58.12, 53.55, 35.39, 1.00, 0, 0.201
17.36, 58.24, 53.68, 35.40, 1.00, 0, 0.201
17.37, 58.37, 53.80, 35.40, 1.00, 0, 0.201
17.38, 58.49, 53.92, 35.41, 1.00, 0, 0.201
17.39, 58.62, 54.05, 35.42, 1.00, 0, 0.201
17.40, 58.74, 54.17, 35.42, 1.00, 0, 0.201
17.41, 58.87, 54.29, 35.43, 1.00, 0, 0.200
17.42, 58.99, 54.42, 35.44, 1.00, 0, 0.200
17.43, 59.12, 54.54, 35.44, 1.00, 0, 0.200
17.44, 59.25, 54.66, 35.45, 1.00, 0, 0.200
17.45, 59.37, 54.78, 35.46, 1.00, 0, 0.200
17.46, 59.50, 54.91, 35.47, 1.00, 0, 0.200
17.47, 59.62, 55.03, 35.47, 1.00, 0, 0.200
17.48, 59.75, 55.15, 35.48, 1.00, 0, 0.200
17.49, 59.87, 55.27, 35.49, 1.00, 0, 0.200
17.50, 60.00, 55.40, 35.50, 1.00, 0, 0.200
17.51, 60.13, 55.52, 35.51, 1.00, 0, 0.200
17.52, 60.25, 55.64, 35.51, 1.00, 0, 0.200
17.53, 60.38, 55.76, 35.52, 1.00, 0, 0.200
17.54, 60.50, 55.88, 35.53, 1.00, 0, 0.200
17.55, 60.63, 56.01, 35.54, 1.00, 0, 0.200
17.56, 60.75, 56.13, 35.55, 1.00, 0, 0.200
17.57, 60.88, 56.25, 35.56, 1.00, 0, 0.200
17.58, 61.00, 56.37, 35.57, 1.00, 0, 0.200
17.59, 61.13, 56.49, 35.57, 1.00, 0, 0.200
17.60, 61.26, 56.61, 35.58, 1.00, 0, 0.201
17.61, 61.38, 56.73, 35.59, 1.00, 0, 0.201
17.62, 61.51, 56.86, 35.60, 1.00, 0, 0.201
17.63, 61.63, 56.98, 35.61, 1.00, 0, 0.201
17.64, 61.76, 57.10, 35.62, 1.00, 0, 0.201
17.65, 61.88, 57.22, 35.63, 1.00, 0, 0.201
17.66, 62.01, 57.34, 35.64, 1.00, 0, 0.202
17.67, 62.13, 57.46, 35.64, 1.00, 0, 0.202
17.68, 62.26, 57.58, 35.65, 1.00, 0, 0.202
17.69, 62.38, 57.70, 35.66, 1.00, 0, 0.202
17.70, 62.51, 57.82, 35.67, 1.00, 0, 0.202
17.71, 62.63, 57.94, 35.68, 1.00, 0, 0.203
17.72, 62.76, 58.06, 35.69, 1.00, 0, 0.203
17.73, 62.88, 58.18, 35.70, 1.00, 0, 0.203
17.74, 63.00, 58.30, 35.71, 1.00, 0, 0.203
17.75, 63.13, 58.43, 35.71, 1.00, 0, 0.204
17.76, 63.25, 58.55, 35.72, 1.00, 0, 0.204
17.77, 63.38, 58.67, 35.73, 1.00, 0, 0.204
17.78, 63.50, 58.79, 35.74, 1.00, 0, 0.205
17.79, 63.62, 58.91, 35.75, 1.00, 0, 0.205
17.80, 63.75, 59.03, 35.76, 1.00, 0, 0.205
17.81, 63.87, 59.15, 35.77, 1.00, 0, 0.206
17.82, 63.99, 59.26, 35.77, 1.00, 0, 0.206
17.83, 64.12, 59.38, 35.78, 1.00, 0, 0.206
17.84, 64.24, 59.50, 35.79, 1.00, 0, 0.207
17.85, 64.36, 59.62, 35.80, 1.00, 0, 0.207
17.86, 64.49, 59.74, 35.81, 1.00, 0, 0.208
17.87, 64.61, 59.86, 35.81, 1.00, 0, 0.208
17.88, 64.73, 59.98, 35.82, 1.00, 0, 0.209
17.89, 64.85, 60.10, 35.83, 1.00, 0, 0.209
17.90, 64.97, 60.22, 35.84, 1.00, 0, 0.209
17.91, 65.10, 60.34, 35.84, 1.00, 0, 0.210
17.92, 65.22, 60.46, 35.85, 1.00, 0, 0.210
17.93, 65.34, 60.58, 35.86, 1.00, 0, 0.211
17.94, 65.46, 60.70, 35.87, 1.00, 0, 0.211
17.95, 65.58, 60.81, 35.87, 1.00, 0, 0.212
17.96, 65.70, 60.93, 35.88, 1.00, 0, 0.212
17.97, 65.82, 61.05, 35.89, 1.00, 0, 0.213
17.98, 65.94, 61.17, 35.89, 1.00, 0, 0.214
17.99, 66.06, 61.29, 35.90, 1.00, 0, 0.214
18.00, 66.18, 61.41, 35.91, 1.00, 0, 0.215
18.01, 66.30, 61.52, 35.91, 1.00, 0, 0.215
18.02, 66.42, 61.64, 35.92, 1.00, 0, 0.216
18.03, 66.54, 61.76, 35.92, 1.00, 0, 0.216
18.04, 66.66, 61.88, 35.93, 1.00, 0, 0.217
18.05, 66.77, 62.00, 35.93, 1.00, 0, 0.218
18.06, 66.89, 62.11, 35.94, 1.00, 0, 0.218
18.07, 67.01, 62.23, 35.94, 1.00, 0, 0.219
18.08, 67.13, 62.35, 35.95, 1.00, 0, 0.220
18.09, 67.25, 62.47, 35.95, 1.00, 0, 0.220
18.10, 67.36, 62.58, 35.96, 1.00, 0, 0.221
18.11, 67.48, 62.70, 35.96, 1.00, 0, 0.222
18.12, 67.60, 62.82, 35.97, 1.00, 0, 0.222
18.13, 67.71, 62.93, 35.97, 1.00, 0, 0.223
18.14, 67.83, 63.05, 35.97, 1.00, 0, 0.224
18.15, 67.94, 63.17, 35.98, 1.00, 0, 0.225
18.16, 68.06, 63.29, 35.98, 1.00, 0, 0.225
18.17, 68.17, 63.40, 35.98, 1.00, 0, 0.226
18.18, 68.29, 63.52, 35.99, 1.00, 0, 0.227
18.19, 68.40, 63.63, 35.99, 1.00, 0, 0.228
18.20, 68.52, 63.75, 35.99, 1.00, 0, 0.229
18.21, 68.63, 63.87, 35.99, 1.00, 0, 0.229
18.22, 68.74, 63.98, 35.99, 1.00, 0, 0.230
18.23, 68.85, 64.10, 36.00, 1.00, 0, 0.231
18.24, 68.97, 64.22, 36.00, 1.00, 0, 0.232
18.25, 69.08, 64.33, 36.00, 1.00, 0, 0.233
18.26, 69.19, 64.45, 36.00, 1.00, 0, 0.234
18.27, 69.30, 64.56, 36.00, 1.00, 0, 0.234
18.28, 69.41, 64.68, 36.00, 1.00, 0, 0.235
18.29, 69.52, 64.79, 36.00, 1.00, 0, 0.236
18.30, 69.63, 64.91, 36.00, 1.00, 0, 0.237
18.31, 69.74, 65.02, 36.00, 1.00, 0, 0.238
18.32, 69.85, 65.14, 36.00, 1.00, 0, 0.239
18.33, 69.96, 65.25, 36.00, 1.00, 0, 0.240
18.34, 70.07, 65.37, 36.00, 1.00, 0, 0.241
18.35, 70.18, 65.48, 36.00, 1.00, 0, 0.242
18.36, 70.29, 65.60, 35.99, 1.00, 0, 0.243
18.37, 70.40, 65.71, 35.99, 1.00, 0, 0.244
18.38, 70.50, 65.83, 35.99, 1.00, 0, 0.245
18.39, 70.61, 65.94, 35.99, 1.00, 0, 0.246
18.40, 70.72, 66.05, 35.98, 1.00, 0, 0.247
18.41, 70.82, 66.17, 35.98, 1.00, 0, 0.248
18.42, 70.93, 66.28, 35.98, 1.00, 0, 0.249
18.43, 71.03, 66.40, 35.97, 1.00, 0, 0.250
18.44, 71.14, 66.51, 35.97, 1.00, 0, 0.251
18.45, 71.24, 66.62, 35.96, 1.00, 0, 0.252
18.46, 71.35, 66.73, 35.96, 1.00, 0, 0.253
18.47, 71.45, 66.85, 35.95, 1.00, 0, 0.254
18.48, 71.55, 66.96, 35.95, 1.00, 0, 0.255
18.49, 71.65, 67.07, 35.94, 1.00, 0, 0.256
18.50, 71.76, 67.19, 35.94, 1.00, 0, 0.257
18.51, 71.86, 67.30, 35.93, 1.00, 0, 0.258
18.52, 71.96, 67.41, 35.92, 1.00, 0, 0.260
18.53, 72.06, 67.52, 35.92, 1.00, 0, 0.261
18.54, 72.16, 67.64, 35.91, 1.00, 0, 0.262
18.55, 72.26, 67.75, 35.90, 1.00, 0, 0.263
18.56, 72.36, 67.86, 35.89, 1.00, 0, 0.264
18.57, 72.46, 67.97, 35.88, 1.00, 0, 0.265
18.58, 72.55, 68.08, 35.87, 1.00, 0, 0.266
18.59, 72.65, 68.19, 35.87, 1.00, 0, 0.268
18.60, 72.75, 68.30, 35.86, 1.00, 0, 0.269
18.61, 72.84, 68.42, 35.85, 1.00, 0, 0.270
18.62, 72.94, 68.53, 35.84, 1.00, 0, 0.271
18.63, 73.04, 68.64, 35.82, 1.00, 0, 0.272
18.64, 73.13, 68.75, 35.81, 1.00, 0, 0.274
18.65, 73.23, 68.86, 35.80, 1.00, 0, 0.275
18.66, 73.32, 68.97, 35.79, 1.00, 0, 0.276
18.67, 73.41, 69.08, 35.78, 1.00, 0, 0.277
18.68, 73.51, 69.19, 35.77, 1.00, 0, 0.279
18.69, 73.60, 69.30, 35.75, 1.00, 0, 0.280
18.70, 73.69, 69.41, 35.74, 1.00, 0, 0.281
18.71, 73.78, 69.52, 35.73, 1.00, 0, 0.283
18.72, 73.87, 69.62, 35.71, 1.00, 0, 0.284
18.73, 73.96, 69.73, 35.70, 1.00, 0, 0.285
18.74, 74.05, 69.84, 35.68, 1.00, 0, 0.287
18.75, 74.14, 69.95, 35.67, 1.00, 0, 0.288
18.76, 74.23, 70.06, 35.65, 1.00, 0, 0.289
18.77, 74.32, 70.17, 35.64, 1.00, 0, 0.291
18.78, 74.41, 70.27, 35.62, 1.00, 0, 0.292
18.79, 74.49, 70.38, 35.60, 1.00, 0, 0.293
18.80, 74.58, 70.49, 35.59, 1.00, 0, 0.295
18.81, 74.66, 70.60, 35.57, 1.00, 0, 0.296
18.82, 74.75, 70.70, 35.55, 1.00, 0, 0.297
18.83, 74.83, 70.81, 35.53, 1.00, 0, 0.299
18.84, 74.92, 70.92, 35.51, 1.00, 0, 0.300
18.85, 75.00, 71.02, 35.49, 1.00, 0, 0.302
18.86, 75.08, 71.13, 35.47, 1.00, 0, 0.303
18.87, 75.17, 71.24, 35.45, 1.00, 0, 0.304
18.88, 75.25, 71.34, 35.43, 1.00, 0, 0.306
18.89, 75.33, 71.45, 35.41, 1.00, 0, 0.307
18.90, 75.41, 71.55, 35.39, 1.00, 0, 0.309
18.91, 75.49, 71.66, 35.37, 1.00, 0, 0.310
18.92, 75.57, 71.76, 35.35, 1.00, 0, 0.312
18.93, 75.65, 71.87, 35.32, 1.00, 0, 0.313
18.94, 75.73, 71.97, 35.30, 1.00, 0, 0.315
18.95, 75.80, 72.08, 35.28, 1.00, 0, 0.316
18.96, 75.88, 72.18, 35.25, 1.00, 0, 0.318
18.97, 75.96, 72.29, 35.23, 1.00, 0, 0.319
18.98, 76.03, 72.39, 35.20, 1.00, 0, 0.321
18.99, 76.11, 72.49, 35.18, 1.00, 0, 0.322
19.00, 76.18, 72.60, 35.15, 1.00, 0, 0.324
19.01, 76.25, 72.70, 35.13, 1.00, 0, 0.325
19.02, 76.33, 72.80, 35.10, 1.00, 0, 0.327
19.03, 76.40, 72.91, 35.07, 1.00, 0, 0.328
19.04, 76.47, 73.01, 35.05, 1.00, 0, 0.330
19.05, 76.54, 73.11, 35.02, 1.00, 0, 0.331
19.06, 76.61, 73.21, 34.99, 1.00, 0, 0.333
19.07, 76.68, 73.31, 34.96, 1.00, 0, 0.335
19.08, 76.75, 73.41, 34.93, 1.00, 0, 0.336
19.09, 76.82, 73.52, 34.90, 1.00, 0, 0.338
19.10, 76.89, 73.62, 34.87, 1.00, 0, 0.339
19.11, 76.95, 73.72, 34.84, 1.00, 0, 0.341
19.12, 77.02, 73.82, 34.81, 1.00, 0, 0.342
19.13, 77.09, 73.92, 34.78, 1.00, 0, 0.344
19.14, 77.15, 74.02, 34.75, 1.00, 0, 0.346
19.15, 77.21, 74.12, 34.72, 1.00, 0, 0.347
19.16, 77.28, 74.22, 34.68, 1.00, 0, 0.349
19.17, 77.34, 74.32, 34.65, 1.00, 0, 0.351
19.18, 77.40, 74.41, 34.62, 1.00, 0, 0.352
19.19, 77.47, 74.51, 34.58, 1.00, 0, 0.354
19.20, 77.53, 74.61, 34.55, 1.00, 0, 0.355
19.21, 77.59, 74.71, 34.51, 1.00, 0, 0.357
19.22, 77.65, 74.81, 34.48, 1.00, 0, 0.359
19.23, 77.70, 74.90, 34.44, 1.00, 0, 0.360
19.24, 77.76, 75.00, 34.40, 1.00, 0, 0.362
19.25, 77.82, 75.10, 34.37, 1.00, 0, 0.364
19.26, 77.88, 75.19, 34.33, 1.00, 0, 0.365
19.27, 77.93, 75.29, 34.29, 1.00, 0, 0.367
19.28, 77.99, 75.39, 34.25, 1.00, 0, 0.369
19.29, 78.04, 75.48, 34.22, 1.00, 0, 0.371
19.30, 78.10, 75.58, 34.18, 1.00, 0, 0.372
19.31, 78.15, 75.67, 34.14, 1.00, 0, 0.374
19.32, 78.20, 75.77, 34.10, 1.00, 0, 0.376
19.33, 78.25, 75.86, 34.06, 1.00, 0, 0.377
19.34, 78.30, 75.96, 34.01, 1.00, 0, 0.379
19.35, 78.36, 76.05, 33.97, 1.00, 0, 0.381
19.36, 78.40, 76.14, 33.93, 1.00, 0, 0.383
19.37, 78.45, 76.24, 33.89, 1.00, 0, 0.384
19.38, 78.50, 76.33, 33.85, 1.00, 0, 0.386
19.39, 78.55, 76.42, 33.80, 1.00, 0, 0.388
19.40, 78.60, 76.52, 33.76, 1.00, 0, 0.390
19.41, 78.64, 76.61, 33.71, 1.00, 0, 0.391
19.42, 78.69, 76.70, 33.67, 1.00, 0, 0.393
19.43, 78.73, 76.79, 33.62, 1.00, 0, 0.395
19.44, 78.77, 76.88, 33.58, 1.00, 0, 0.397
19.45, 78.82, 76.97, 33.53, 1.00, 0, 0.398
19.46, 78.86, 77.06, 33.49, 1.00, 0, 0.400
19.47, 78.90, 77.15, 33.44, 1.00, 0, 0.402
19.48, 78.94, 77.24, 33.39, 1.00, 0, 0.404
19.49, 78.98, 77.33, 33.34, 1.00, 0, 0.406
19.50, 79.02, 77.42, 33.29, 1.00, 0, 0.407
19.51, 79.06, 77.51, 33.24, 1.00, 0, 0.409
19.52, 79.10, 77.60, 33.20, 1.00, 0, 0.411
19.53, 79.13, 77.69, 33.15, 1.00, 0, 0.413
19.54, 79.17, 77.77, 33.09, 1.00, 0, 0.414
19.55, 79.21, 77.86, 33.04, 1.00, 0, 0.416
19.56, 79.24, 77.95, 32.99, 1.00, 0, 0.418
19.57, 79.27, 78.04, 32.94, 1.00, 0, 0.420
19.58, 79.31, 78.12, 32.89, 1.00, 0, 0.422
19.59, 79.34, 78.21, 32.84, 1.00, 0, 0.424
19.60, 79.37, 78.29, 32.78, 1.00, 0, 0.425
19.61, 79.40, 78.38, 32.73, 1.00, 0, 0.427
19.62, 79.43, 78.46, 32.67, 1.00, 0, 0.429
19.63, 79.46, 78.55, 32.62, 1.00, 0, 0.431
19.64, 79.49, 78.63, 32.56, 1.00, 0, 0.433
19.65, 79.52, 78.72, 32.51, 1.00, 0, 0.435
19.66, 79.55, 78.80, 32.45, 1.00, 0, 0.436
19.67, 79.57, 78.88, 32.40, 1.00, 0, 0.438
19.68, 79.60, 78.97, 32.34, 1.00, 0, 0.440
19.69, 79.62, 79.05, 32.28, 1.00, 0, 0.442
19.70, 79.65, 79.13, 32.22, 1.00, 0, 0.444
19.71, 79.67, 79.21, 32.17, 1.00, 0, 0.446
19.72, 79.69, 79.29, 32.11, 1.00, 0, 0.447
19.73, 79.71, 79.38, 32.05, 1.00, 0, 0.449
19.74, 79.73, 79.46, 31.99, 1.00, 0, 0.451
19.75, 79.75, 79.54, 31.93, 1.00, 0, 0.453
19.76, 79.77, 79.62, 31.87, 1.00, 0, 0.455
19.77, 79.79, 79.70, 31.81, 1.00, 0, 0.457
19.78, 79.81, 79.77, 31.74, 1.00, 0, 0.459
19.79, 79.83, 79.85, 31.68, 1.00, 0, 0.461
19.80, 79.84, 79.93, 31.62, 1.00, 0, 0.462
19.81, 79.86, 80.01, 31.56, 1.00, 0, 0.464
19.82, 79.87, 80.09, 31.49, 1.00, 0, 0.466
19.83, 79.89, 80.16, 31.43, 1.00, 0, 0.468
19.84, 79.90, 80.24, 31.37, 1.00, 0, 0.470
19.85, 79.91, 80.32, 31.30, 1.00, 0, 0.472
19.86, 79.92, 80.39, 31.24, 1.00, 0, 0.474
19.87, 79.93, 80.47, 31.17, 1.00, 0, 0.476
19.88, 79.94, 80.54, 31.10, 1.00, 0, 0.477
19.89, 79.95, 80.62, 31.04, 1.00, 0, 0.479
19.90, 79.96, 80.69, 30.97, 1.00, 0, 0.481
19.91, 79.97, 80.77, 30.90, 1.00, 0, 0.483
19.92, 79.97, 80.84, 30.83, 1.00, 0, 0.485
19.93, 79.98, 80.91, 30.77, 1.00, 0, 0.487
19.94, 79.99, 80.98, 30.70, 1.00, 0, 0.489
19.95, 79.99, 81.06, 30.63, 1.00, 0, 0.491
19.96, 79.99, 81.13, 30.56, 1.00, 0, 0.492
19.97, 80.00, 81.20, 30.49, 1.00, 0, 0.494
19.98, 80.00, 81.27, 30.42, 1.00, 0, 0.496
19.99, 80.00, 81.34, 30.35, 1.00, 0, 0.498
